"Name","Pos","Played","Started","MOTM","Goals","Assists","Shots","Shot_Comp","Pass","Pass_Comp","Key_Pass","Dribble","Dribble_Comp","Tackle","Tackle_Comp","Possession_Won","Possession_Lost","Distance","Rating"
"João Félix",NA,1,1,0,0,0,5,2,12,11,1,11,10,0,0,0,2,10.4,7.3
"Mason Mount",NA,1,1,0,0,1,3,1,6,5,1,9,7,0,0,0,4,9.2,5.9
"Kai Havertz",NA,1,1,1,1,0,2,2,22,15,2,16,16,0,0,0,3,11.3,7.8
"Ben Chilwell",NA,1,1,0,0,0,0,0,8,8,1,8,8,0,0,0,0,11.6,6.5
"Declan Rice",NA,1,1,0,0,0,0,0,14,13,0,12,12,1,1,1,1,10.9,7
"Joško Gvardiol",NA,1,1,0,0,0,0,0,8,8,0,7,7,0,0,2,0,9.4,7.2
"Andreas Christensen",NA,1,1,0,0,0,0,0,7,7,1,7,7,0,0,1,0,9.8,7.2
"Wesley Fofana",NA,1,1,0,0,0,1,1,9,8,0,8,8,0,0,1,1,10,6.8
"Reece James",NA,1,1,0,0,0,0,0,16,14,1,15,13,2,2,3,3,12.4,7.7
"Kepa",NA,1,1,0,0,0,0,0,5,5,0,1,1,0,0,3,0,4.5,7.2
"Enzo Fernández",NA,1,1,0,0,0,0,0,9,7,0,9,8,0,0,0,1,8.5,5.7
"Denis Zakaria",NA,1,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,3.1,6.2
"Raheem Sterling",NA,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,2.1,7.5
